"","t_name","year","bird_id","band","sex","max_dist","total_dist","start_date","end_date","duration","bathyAvg","bathyMax","bathyVar","A","max_lat","max_long","max_gmt","Tout","Tback","Yno.trips","Tno.trips","no.years","X","meandir","bird.id","no.previous.attempts","earliest.attempt","attempt.status","year_banded","status_banded","age_chicks","home_lat","home_long","max_bearing","hemisphere"
"61","ID18_2013 24","2013","ID18_2013","13204704","F",130527.2,1188697.30463895,2013-09-25 09:12:48,2013-09-27 22:56:03,2.57170138888889,-53.484593837535,-101,926.778554118276,0.109806928551626,-39.63988,143.4663,2013-09-27 06:41:02,1.89460648148148,0.677094907407407,2,4,2,2,107.358228042665,14192,0,2013,"F",2000,"chick",13,-40.3780953,144.6557384,-51.4763557880183,"west"
"62","ID18_2015 87","2015","ID18_2015","13190084","F",195430.6,868995.102649344,2015-09-25 17:04:38,2015-10-02 05:45:29,6.52836805555556,-63.6051703877791,-104,482.500396765052,0.224892636798737,-38.74176,143.8307,2015-09-27 06:17:18,1.55046296296296,4.97790509259259,1,2,2,3,162.528437874844,9081,6,2005,"F",1998,"chick",17,-40.3780953,144.6557384,-21.5831253803616,"west"
"63","ID18_2016 307","2016","ID18_2016","28011837/8","M",427877.9,2948449.80747604,2016-10-09 04:48:23,2016-10-25 09:14:39,16.1849074074074,-161.710594315245,-4211,176401.342034215,0.145119614692128,-38.11186,140.6459,2016-10-16 23:51:37,7.79391203703704,8.39099537037037,3,3,1,4,118.056362097962,33297,17,1996,"S",1991,"chick",25,-40.3780953,144.6557384,-55.2709745560071,"west"
"64","ID18_2016 308","2016","ID18_2016","28011837/8","M",438881.6,1807186.10515546,2016-10-25 02:12:39,2016-10-31 21:29:57,6.80368055555556,-469.886462882096,-4495,1381927.06687666,0.242853571498794,-38.11854,140.4826,2016-10-27 15:58:13,2.57331018518519,4.23037037037037,3,3,1,4,118.056362097962,33297,17,1996,"S",1991,"chick",25,-40.3780953,144.6557384,-56.4823467413222,"west"
"65","ID18_2016 309","2016","ID18_2016","28011837/8","M",441199.5,2045211.96289463,2016-11-05 07:52:51,2016-11-12 20:13:54,7.51461805555556,-352.365558912387,-3484,645721.532562616,0.215723117214492,-38.12774,140.4413,2016-11-10 18:19:12,5.43496527777778,2.07965277777778,3,3,1,4,118.056362097962,33297,17,1996,"S",1991,"chick",25,-40.3780953,144.6557384,-56.867259839243,"west"
"66","ID19_2013 25","2013","ID19_2013","13209102","M",109984.4,726335.042076555,2013-09-25 06:41:57,2013-09-27 05:15:06,1.9396875,-37.9846153846154,-102,735.482387882388,0.151423783279904,-39.56753,143.9185,2013-09-26 08:27:46,1.0734837962963,0.866203703703704,1,1,1,2,107.358228042665,16988,3,2010,"F",2002,"chick",11,-40.3780953,144.6557384,-35.2210150619857,"west"
"67","ID19_2015 88","2015","ID19_2015","13194854","M",88266.29,540637.822119517,2015-09-26 17:26:50,2015-09-29 07:50:25,2.59971064814815,-20.3991769547325,-87,244.339999319797,0.16326325386182,-41.16794,144.5637,2015-09-28 05:23:02,1.49736111111111,1.10234953703704,2,3,2,3,162.528437874844,13841,3,2011,"S",1999,"chick",16,-40.3780953,144.6557384,-174.967542601852,"west"
"68","ID19_2016 310","2016","ID19_2016","13228306","U",283533.9,2613974.54639295,2016-10-08 01:08:27,2016-10-19 02:43:02,11.0656828703704,-39.2171617161716,-1429,13116.7817396271,0.108468500732439,-40.15937,147.9817,2016-10-14 10:15:47,6.38009259259259,4.68559027777778,3,3,1,4,118.056362097962,39120,NA,NA,NA,2006,"chick",10,-40.3780953,144.6557384,86.1696039264694,"east"
"69","ID19_2016 311","2016","ID19_2016","13228306","U",378549.1,3006810.72727643,2016-10-26 23:09:03,2016-11-09 00:42:03,13.0645833333333,-55.1022021456804,-1275,6681.435311532,0.125897216132021,-38.84679,148.5977,2016-11-03 22:38:14,7.97859953703704,5.0859837962963,3,3,1,4,118.056362097962,39120,NA,NA,NA,2006,"chick",10,-40.3780953,144.6557384,64.5990753937976,"east"
"70","ID19_2016 312","2016","ID19_2016","13228306","U",201722.7,1671711.84489933,2016-11-14 23:05:56,2016-11-20 17:49:27,5.78021990740741,-172.328358208955,-1660,77315.4412371517,0.120668344018432,-38.84604,143.3994,2016-11-19 19:02:13,4.83075231481481,0.949467592592593,3,3,1,4,118.056362097962,39120,NA,NA,NA,2006,"chick",10,-40.3780953,144.6557384,-32.7878408264793,"west"
"71","ID20_2013 26","2013","ID20_2013","13194854","M",116634.4,1402136.45248239,2013-09-25 07:06:55,2013-09-28 21:01:44,3.5797337962963,-59.8481781376518,-531,2845.85317111628,0.0831833448117741,-41.42582,144.6651,2013-09-26 00:58:00,0.74380787037037,2.83592592592593,1,3,2,2,107.358228042665,13841,1,2011,"F",1999,"chick",14,-40.3780953,144.6557384,179.614629943768,"east"
"72","ID20_2016 313","2016","ID20_2016","13204704","F",464127.8,1740109.73752181,2016-10-08 06:07:30,2016-10-11 03:49:05,2.90387731481481,-1001.32824427481,-5028,2670872.47106247,0.266723293360218,-40.4607,139.1795,2016-10-09 02:58:02,0.868425925925926,2.03545138888889,2,4,2,4,118.056362097962,14192,2,2013,"F",2000,"chick",16,-40.3780953,144.6557384,-92.9059117651757,"west"
"73","ID20_2017 104","2017","ID20_2017","13224385","M",177310.4,1178333.40787138,2017-10-02 04:06:30,2017-10-05 03:02:46,2.95574074074074,-74.3292978208232,-1056,9898.77964926303,0.150475577468609,-41.97066,144.6929,2017-10-03 04:24:06,1.01222222222222,1.94351851851852,1,1,1,5,146.149342815149,35952,4,2012,"F",2005,"chick",12,-40.3780953,144.6557384,179.002118528067,"east"
"74","ID20_2018 155","latewinter2018","ID20_2018","13194859","M",113110.6,433298.438687079,2018-08-31 00:50:37,2018-09-01 20:25:51,1.81613425925926,-37.2931034482759,-106,1180.98275862069,0.261045482514851,-40.12132,143.3676,2018-08-31 08:16:13,0.309444444444444,1.50668981481481,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-75.8342832302671,"west"
"75","ID20_2018 156","latewinter2018","ID20_2018","13194859","M",45033.15,255293.386702684,2018-09-01 09:33:36,2018-09-02 21:44:49,1.50778935185185,-16.1111111111111,-37,79.2444444444444,0.176397636388622,-40.30752,144.1331,2018-09-02 16:19:09,1.28163194444444,0.226157407407407,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-80.1607660422731,"west"
"76","ID20_2018 157","latewinter2018","ID20_2018","13194859","M",57515.75,174567.030175106,2018-09-04 01:37:25,2018-09-05 23:10:00,1.89762731481481,-23.3538461538462,-40,57.7947115384615,0.32947659098231,-40.24877,143.9997,2018-09-04 07:21:16,0.238784722222222,1.65884259259259,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-75.7714793466026,"west"
"77","ID20_2018 158","latewinter2018","ID20_2018","13194859","M",33740.83,111755.071398993,2018-09-09 00:49:49,2018-09-09 04:14:01,0.141805555555556,-16.0909090909091,-36,100.690909090909,0.301917663132593,-40.68033,144.6257,2018-09-09 02:52:41,0.0853240740740741,0.0564814814814815,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-175.672963503646,"west"
"78","ID20_2018 159","latewinter2018","ID20_2018","13194859","M",132203.7,513327.71300167,2018-09-09 08:56:38,2018-09-11 22:26:36,2.56247685185185,-46.7142857142857,-101,709.75546975547,0.257542495079688,-39.76685,143.3251,2018-09-10 01:32:03,0.691261574074074,1.87121527777778,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-59.5529798909259,"west"
"79","ID20_2018 160","latewinter2018","ID20_2018","13194859","M",61449.48,224140.265095449,2018-09-11 07:12:11,2018-09-12 21:22:24,1.59042824074074,-39.1395348837209,-80,509.265780730897,0.274156363533486,-40.90325,144.4316,2018-09-12 17:39:49,1.43585648148148,0.154571759259259,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-162.062537408657,"west"
"80","ID20_2018 161","latewinter2018","ID20_2018","13194859","M",52807.42,143140.070010194,2018-09-12 02:45:31,2018-09-13 22:58:01,1.84201388888889,-25.655737704918,-59,268.629508196721,0.368921295038065,-40.40247,144.0337,2018-09-13 16:54:43,1.58972222222222,0.252291666666667,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-93.1352111954732,"west"
"81","ID20_2018 162","latewinter2018","ID20_2018","13194859","M",106245.1,506356.193001837,2018-09-13 09:25:01,2018-09-15 22:54:14,2.56195601851852,-73.3153153153153,-921,17395.2178542179,0.20982285092663,-41.2236,144.0708,2018-09-14 01:37:18,0.675196759259259,1.88675925925926,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-152.458840882915,"west"
"82","ID20_2018 163","latewinter2018","ID20_2018","13194859","M",230406.9,1178435.54020326,2018-09-21 00:03:25,2018-09-24 23:50:01,3.99069444444444,-71.9533898305085,-123,714.265903353769,0.195519306860227,-38.89895,142.7755,2018-09-22 00:19:25,1.01111111111111,2.97958333333333,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-45.1066663392962,"west"
"83","ID20_2018 164","2018","ID20_2018","13194859","M",82609.15,551653.02521208,2018-09-27 00:12:01,2018-09-29 23:48:46,2.98385416666667,-69.0723684210526,-100,975.77618508191,0.149748385714447,-40.71473,143.7854,2018-09-29 14:01:30,2.57603009259259,0.407824074074074,12,12,1,6,152.818593163907,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-117.169082952594,"west"
"84","ID20_2018 165","2018","ID20_2018","13194859","M",100236.3,277043.955095616,2018-09-29 07:13:29,2018-10-01 22:36:09,2.64074074074074,-61.7542372881356,-139,1294.68267419962,0.361806486502856,-40.4108,143.4742,2018-09-30 05:25:20,0.924895833333333,1.71584490740741,12,12,1,6,152.818593163907,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-92.4561334806806,"west"
"85","ID20_2018 166","latewinter2018","ID20_2018","13194859","M",83826.96,328463.512451578,2018-08-23 00:11:09,2018-10-02 10:22:01,40.424212962963,-58.0530973451327,-101,737.961441213654,0.255209351487276,-40.62052,143.7182,2018-08-23 06:54:31,0.280115740740741,40.1440972222222,12,12,1,NA,NA,13846,7,2006,"S",1999,"chick",19,-40.3780953,144.6557384,-109.016621545491,"west"
"86","ID20_2019 132","2019","ID20_2019","13206118","F",220494.5,736984.148496511,2019-09-30 05:45:01,2019-10-03 20:35:30,3.6183912037037,-594.323471400395,-3049,839538.491997412,0.299184860963185,-39.52918,142.321,2019-10-01 20:55:34,1.63232638888889,1.98606481481481,1,2,2,7,150.595325756845,15605,10,2000,NA,2000,"adult",NA,-40.3780953,144.6557384,-65.4643386962493,"west"
"87","ID21_2013 27","2013","ID21_2013","28013040","F",165366.6,1028148.00339604,2013-09-25 08:00:27,2013-09-27 21:13:27,2.55069444444444,-71.3569321533923,-439,1546.1355361226,0.160839294978723,-39.36284,143.2427,2013-09-26 04:31:08,0.854641203703704,1.69605324074074,1,2,2,2,107.358228042665,33964,4,2008,"S",1995,"chick",18,-40.3780953,144.6557384,-47.4568148176963,"west"
"88","ID21_2015 90","2015","ID21_2015","13193059","F",228177.2,1172017.93652409,2015-09-26 17:40:25,2015-10-01 16:23:47,4.94678240740741,-63.6236559139785,-440,2139.0609833787,0.194687464149837,-38.32874,144.6035,2015-09-29 02:15:29,2.35768518518518,2.58909722222222,1,1,1,3,162.528437874844,12047,14,1998,"F",1998,"adult",NA,-40.3780953,144.6557384,-1.15034044899867,"west"
"89","ID22_2013 28","2013","ID22_2013","28004450","M",237077.5,3135088.62892599,2013-09-26 07:09:22,2013-10-03 22:59:12,7.65960648148148,-229.797325102881,-2098,144653.037150407,0.0756206691615023,-42.50105,144.8817,2013-09-28 07:59:17,2.03466435185185,5.62494212962963,1,1,1,2,107.358228042665,26263,21,1990,"F",1984,"chick",29,-40.3780953,144.6557384,175.495291215275,"east"
"90","ID22_2016 315","2016","ID22_2016","28010935","F",143024.8,987871.005705282,2016-10-09 00:31:03,2016-10-11 19:13:56,2.77978009259259,-52.687338501292,-171,649.65587554056,0.144780846055795,-39.09871,144.8092,2016-10-10 21:25:26,1.87109953703704,0.908680555555556,1,2,2,4,118.056362097962,32465,13,1996,"S",1988,"chick",28,-40.3780953,144.6557384,5.33996689380134,"east"
"91","ID23_2013 29","2013","ID23_2013","28010664","M",108729.8,823042.695158625,2013-09-26 23:46:05,2013-09-28 21:50:08,1.91947916666667,-55.921568627451,-318,1640.7024857187,0.13210711988525,-40.15394,143.4099,2013-09-27 04:48:17,0.209861111111111,1.70961805555556,1,12,2,2,107.358228042665,32215,16,1993,"S",1987,"chick",26,-40.3780953,144.6557384,-77.1855023384592,"west"
"92","ID23_2014 62","2014","ID23_2014","13168625","F",136186,1634521.97694868,2014-09-26 09:10:23,2014-10-01 10:04:04,5.03728009259259,-278.200292397661,-2188,331448.508872535,0.0833185493499646,-39.70918,143.3177,2014-09-28 14:41:34,2.22998842592593,2.80729166666667,1,2,2,1,122.56516061831,5622,18,1995,"F",1989,"chick",25,-40.3780953,144.6557384,-57.3897692413325,"west"
"93","ID24_2013 30","2013","ID24_2013","13190280","F",98753.98,1669641.11578214,2013-09-26 23:46:05,2013-10-03 19:32:51,6.82414351851852,-29.9090909090909,-206,621.136208501396,0.0591468304574775,-40.75514,143.5986,2013-09-27 06:12:08,0.268090277777778,6.55605324074074,1,1,1,2,107.358228042665,9274,4,2005,"F",1997,"chick",16,-40.3780953,144.6557384,-115.408283790711,"west"
"94","ID25_2013 31","2013","ID25_2013","UB","M",181228.1,871807.150862605,2013-09-26 23:57:15,2013-09-29 00:58:10,2.04230324074074,-390.596363636364,-1418,156653.657650962,0.207876363276769,-42.00609,144.6518,2013-09-28 01:08:37,1.04956018518519,0.992743055555556,1,NA,NA,2,107.358228042665,NA,NA,NA,NA,NA,NA,NA,-40.3780953,144.6557384,-179.896592063302,"west"
"95","ID25_2014 63","2014","ID25_2014","28005403","U",99267.14,683241.572225422,2014-09-23 17:12:00,2014-09-28 15:04:57,4.91177083333333,-29.4307692307692,-83,276.133926189418,0.145288495365807,-39.85408,143.7122,2014-09-26 18:01:52,3.03462962962963,1.8771412037037,1,2,2,1,122.56516061831,27201,12,1992,"F",1985,"chick",29,-40.3780953,144.6557384,-54.4237569875041,"west"
"96","ID25_2016 316","2016","ID25_2016","28005523","M",152990.7,1017783.90172603,2016-10-09 06:04:54,2016-10-11 20:24:04,2.59664351851852,-280.916666666667,-1362,146479.965181059,0.150317468905284,-41.74978,144.5426,2016-10-11 04:56:02,1.95217592592593,0.644467592592593,1,2,2,4,118.056362097962,27313,23,1985,"F",1985,"adult",NA,-40.3780953,144.6557384,-176.464894343738,"west"
"97","ID26_2013 32","2013","ID26_2013","13168714","F",109257.1,758220.920613852,2013-09-26 23:56:58,2013-09-28 21:30:55,1.89857638888889,-76.1068702290076,-258,1100.77014418999,0.144096657095067,-40.29862,143.3723,2013-09-27 06:29:07,0.272326388888889,1.62625,2,2,1,2,107.358228042665,5711,8,1997,"F",1989,"chick",24,-40.3780953,144.6557384,-85.7891344827882,"west"
"98","ID26_2013 33","2013","ID26_2013","13168714","F",112523.9,862914.94632809,2013-09-28 22:53:13,2013-09-30 22:36:37,1.98847222222222,-93.3432835820896,-951,18912.4584940466,0.130399757796311,-40.48784,143.3356,2013-09-29 07:21:54,0.353252314814815,1.63521990740741,2,2,1,2,107.358228042665,5711,8,1997,"F",1989,"chick",24,-40.3780953,144.6557384,-96.6366729449413,"west"
"99","ID26_2014 64","2014","ID26_2014","13209987","U",11251.18,36606.4407604616,2014-09-24 18:28:30,2014-09-25 06:35:09,0.504618055555556,-11.5409836065574,-14,7.28579234972678,0.307355202152085,-40.36239,144.5247,2014-09-24 20:10:51,0.0710763888888889,0.433541666666667,2,2,1,1,122.56516061831,35770,0,2014,"S",2005,"chick",9,-40.3780953,144.6557384,-81.1366280587712,"west"
"100","ID26_2014 65","2014","ID26_2014","13209987","U",402108.6,2199715.36761912,2014-09-25 08:25:39,2014-10-01 06:31:31,5.92074074074074,-144.417549167927,-1490,83452.4102370146,0.182800286764021,-38.17964,140.9521,2014-09-28 10:46:07,3.0975462962963,2.82319444444444,2,2,1,1,122.56516061831,35770,0,2014,"S",2005,"chick",9,-40.3780953,144.6557384,-53.8130146225529,"west"
"101","ID26_2015 91","2015","ID26_2015","13240352","U",116687.1,794115.619791864,2015-09-26 07:50:34,2015-10-01 10:59:39,5.13130787037037,-45.7811550151976,-64,166.292977659343,0.146939686226778,-39.33861,144.4799,2015-09-29 16:48:03,3.37325231481482,1.75805555555556,2,2,1,3,162.528437874844,45147,0,2015,"F",2015,"adult",NA,-40.3780953,144.6557384,-7.48406894103321,"west"
"102","ID26_2015 92","2015","ID26_2015","13240352","U",44109.92,119762.306543026,2015-10-01 12:11:36,2015-10-02 07:35:46,0.808449074074074,-37.8235294117647,-45,70.6220151426907,0.368312211690352,-40.01613,144.8668,2015-10-02 03:30:04,0.637824074074074,0.170625,2,2,1,3,162.528437874844,45147,0,2015,"F",2015,"adult",NA,-40.3780953,144.6557384,24.1594486650459,"east"
"103","ID27_2013 34","2013","ID27_2013","UB","F",224823.3,1460871.26801833,2013-09-27 00:14:59,2013-10-02 07:30:40,5.30255787037037,-48.4240601503759,-106,503.52472144216,0.153896722402496,-38.35854,144.6774,2013-09-29 22:53:43,2.94356481481482,2.35899305555556,1,NA,NA,2,107.358228042665,NA,NA,NA,NA,NA,NA,NA,-40.3780953,144.6557384,0.483896874473122,"east"
"104","ID27_2014 66","2014","ID27_2014","28013033","M",408370.6,5596314.00487189,2014-09-26 11:47:54,2014-10-06 08:56:19,9.88084490740741,-3188.35166666667,-5092,4872468.82034751,0.0729713521515218,-41.69087,140.1137,2014-09-28 07:34:48,1.82423611111111,8.0566087962963,1,1,1,1,122.56516061831,33957,5,2008,"F",1995,"chick",19,-40.3780953,144.6557384,-112.373040140282,"west"
"105","ID27_2015 93","2015","ID27_2015","13168625","F",142445.9,1054186.84713459,2015-09-26 07:48:14,2015-10-02 08:37:02,6.03388888888889,-51.2245989304813,-100,420.645605595287,0.135123958705409,-39.20912,143.9783,2015-09-28 14:59:42,2.29962962962963,3.73425925925926,1,2,2,3,162.528437874844,5622,19,1995,"F",1989,"chick",26,-40.3780953,144.6557384,-24.3041841223393,"west"
"106","ID27_2017 105","2017","ID27_2017","13194818","U",120197.9,1198001.42643996,2017-10-02 07:36:26,2017-10-05 19:07:38,3.48,-230.930894308943,-1565,124176.235540543,0.100332017431053,-40.7009,143.2999,2017-10-02 18:32:27,0.45556712962963,3.02443287037037,1,1,1,5,146.149342815149,13806,12,1999,"F",1999,"adult",NA,-40.3780953,144.6557384,-107.771553669279,"west"
"107","ID27_2019 133","2019","ID27_2019","13239898","M",118855,717685.62213569,2019-09-29 04:19:47,2019-10-03 02:53:37,3.94016203703704,-369.733333333333,-1295,88702.1598074609,0.16560872383971,-41.418,144.3356,2019-09-30 22:19:15,1.74962962962963,2.19053240740741,1,19,3,7,150.595325756845,24305,28,1988,NA,1983,"chick",36,-40.3780953,144.6557384,-166.956357037385,"west"
"108","ID28_2013 35","2013","ID28_2013","13166343","M",148542,1515013.27583967,2013-09-27 02:05:20,2013-09-30 22:16:04,3.84078703703704,-449.833333333333,-1613,217994.193458594,0.0980466655763615,-39.33337,143.5743,2013-09-28 16:19:30,1.5931712962963,2.24761574074074,1,1,1,2,107.358228042665,4912,11,1999,"F",1993,"chick",20,-40.3780953,144.6557384,-38.9303755658535,"west"
"109","ID28_2014 68","2014","ID28_2014","UB","U",86440.32,382739.093856804,2014-09-25 08:17:33,2014-09-27 17:05:15,2.36645833333333,-46.6906077348066,-83,478.048189073051,0.225846592071256,-40.12088,143.6958,2014-09-26 19:35:09,1.47055555555556,0.895902777777778,3,NA,NA,1,122.56516061831,NA,NA,NA,NA,NA,NA,NA,-40.3780953,144.6557384,-71.0359876549676,"west"
"110","ID28_2014 69","2014","ID28_2014","UB","U",104794.5,797622.249082627,2014-09-28 06:41:26,2014-09-30 13:33:57,2.28646990740741,-176.005813953488,-1271,100276.122773018,0.131383621909404,-41.061,143.8008,2014-09-28 10:13:47,0.147465277777778,2.13900462962963,3,NA,NA,1,122.56516061831,NA,NA,NA,NA,NA,NA,NA,-40.3780953,144.6557384,-136.671351813963,"west"
"111","ID28_2016 317","2016","ID28_2016","13213343","F",118488.9,986561.828153555,2016-10-08 07:39:02,2016-10-11 08:19:11,3.02788194444444,-45.9975490196078,-84,393.678126656068,0.120102862911049,-40.9689,145.8231,2016-10-09 20:51:20,1.55020833333333,1.47767361111111,1,1,1,4,118.056362097962,19131,2,2014,"F",2004,"chick",12,-40.3780953,144.6557384,123.992209725745,"east"
"112","ID28_2017 106","2017","ID28_2017","13168614","M",109342.3,1011052.29130398,2017-10-02 23:14:49,2017-10-05 19:25:24,2.84068287037037,-124.793281653747,-1037,25761.3146697728,0.108147027547881,-40.54696,143.3839,2017-10-04 04:56:52,1.23753472222222,1.60314814814815,1,17,2,5,146.149342815149,5611,11,2004,"F",1988,"chick",29,-40.3780953,144.6557384,-100.2735505408,"west"
"113","ID29_2013 36","2013","ID29_2013","28005403","U",140361.2,2003756.79740533,2013-09-27 01:04:21,2013-10-02 07:25:45,5.26486111111111,-42.4608819345661,-436,956.627741101425,0.0700490200116871,-39.82349,143.1753,2013-09-29 07:55:02,2.28519675925926,2.97966435185185,1,2,2,2,107.358228042665,27201,11,1992,"F",1985,"chick",28,-40.3780953,144.6557384,-64.4734356910886,"west"
"114","ID29_2014 70","2014","ID29_2014","13194897","F",21849.11,116433.54199392,2014-09-25 09:05:04,2014-09-26 16:57:48,1.32828703703704,-19.6645569620253,-25,17.4727485285818,0.187653056205582,-40.22675,144.8196,2014-09-26 02:32:31,0.727395833333333,0.600891203703704,1,1,1,1,122.56516061831,13884,3,2006,"S",1999,"chick",15,-40.3780953,144.6557384,39.7099964800422,"east"
"115","ID29_2015 94","2015","ID29_2015","28013037","F",188062.6,1174771.73754901,2015-09-26 07:43:28,2015-10-01 09:29:05,5.07334490740741,-73.6642228739003,-265,1163.61836569475,0.160084375533553,-39.1917,143.0905,2015-09-30 13:52:41,4.25640046296296,0.816944444444444,2,4,3,3,162.528437874844,33961,5,2009,"F",1995,"chick",20,-40.3780953,144.6557384,-46.0105606760613,"west"
"116","ID29_2015 95","2015","ID29_2015","28013037","F",105174,381497.940116541,2015-10-01 10:09:37,2015-10-03 07:20:09,1.88231481481481,-53.3023255813954,-102,1156.79134970659,0.275686940715515,-40.1719,143.4472,2015-10-03 00:32:13,1.59902777777778,0.283287037037037,2,4,3,3,162.528437874844,33961,5,2009,"F",1995,"chick",20,-40.3780953,144.6557384,-77.8333733990444,"west"
"117","ID30_2013 37","2013","ID30_2013","13218713","F",232155.9,1244163.3799686,2013-09-27 01:30:38,2013-10-02 02:23:43,5.03686342592593,-46.3307453416149,-83,632.206145011254,0.186595991923391,-38.30119,144.4113,2013-09-30 21:35:09,3.83646990740741,1.20039351851852,1,1,1,2,107.358228042665,19573,2,2010,"F",2004,"chick",9,-40.3780953,144.6557384,-5.29960571883269,"west"
"118","ID30_2014 71","2014","ID30_2014","13240452","F",303310,1049837.51254916,2014-09-25 08:23:21,2014-09-29 17:10:30,4.36607638888889,-108.579591836735,-1311,42157.8719752932,0.288911375688528,-38.49,142.1119,2014-09-28 07:18:27,2.95493055555556,1.41114583333333,1,1,1,1,122.56516061831,44865,0,2014,"S",2014,"adult",NA,-40.3780953,144.6557384,-47.0686851870083,"west"
"119","ID30_2016 318","2016","ID30_2016","13244051","F",132211.4,706487.912407892,2016-10-09 00:06:10,2016-10-12 04:03:55,3.16510416666667,-55.6923076923077,-102,714.462933891505,0.187138941343511,-39.40281,143.7723,2016-10-11 01:25:33,2.05512731481481,1.10997685185185,1,1,1,4,118.056362097962,45154,0,2016,"S",2016,"adult",NA,-40.3780953,144.6557384,-35.1904087469541,"west"
"120","ID30_2018 167","latewinter2018","ID30_2018","13206787","U",147084.3,543160.858860909,2018-08-30 00:16:06,2018-08-31 23:44:49,1.97827546296296,-652.374045801527,-2754,622568.74362889,0.270793260597714,-40.82796,143.0194,2018-08-31 17:55:59,1.73603009259259,0.24224537037037,11,11,1,NA,NA,16236,5,2008,"S",2001,"chick",17,-40.3780953,144.6557384,-110.365643129092,"west"
"121","ID30_2018 168","latewinter2018","ID30_2018","13206787","U",168022.5,1160036.40912562,2018-09-01 03:21:01,2018-09-05 23:59:23,4.85997685185185,-844.773381294964,-3489,830324.269758201,0.144842436563389,-41.44788,143.2467,2018-09-02 14:10:11,1.45081018518519,3.40916666666667,11,11,1,NA,NA,16236,5,2008,"S",2001,"chick",17,-40.3780953,144.6557384,-135.482861356695,"west"
"122","ID30_2018 169","latewinter2018","ID30_2018","13206787","U",212259.7,994390.874427604,2018-09-06 02:15:16,2018-09-09 23:15:04,3.87486111111111,-601.819095477387,-1971,480952.815593117,0.213457007157454,-39.50001,142.4481,2018-09-07 16:51:35,1.60855324074074,2.26630787037037,11,11,1,NA,NA,16236,5,2008,"S",2001,"chick",17,-40.3780953,144.6557384,-63.3857762177789,"west"
"123","ID30_2018 170","latewinter2018","ID30_2018","13206787","U",163145.8,780256.31838876,2018-09-09 09:02:36,2018-09-12 21:19:01,3.51140046296296,-864.913793103448,-2792,1038401.7439705,0.209092571447416,-40.31898,142.7343,2018-09-10 21:13:26,1.50752314814815,2.00387731481481,11,11,1,NA,NA,16236,5,2008,"S",2001,"chick",17,-40.3780953,144.6557384,-88.31952953932,"west"
"124","ID30_2018 171","latewinter2018","ID30_2018","13206787","U",165683,584009.015253291,2018-09-13 00:11:57,2018-09-15 21:55:45,2.90541666666667,-1006.58778625954,-3480,1788341.65954198,0.283699387633839,-40.86391,142.8022,2018-09-14 09:23:49,1.38324074074074,1.52217592592593,11,11,1,NA,NA,16236,5,2008,"S",2001,"chick",17,-40.3780953,144.6557384,-109.583701989814,"west"
"125","ID30_2018 172","latewinter2018","ID30_2018","13206787","U",190683,728757.090322206,2018-09-16 00:08:10,2018-09-18 21:06:55,2.87413194444444,-1157.21705426357,-3524,2192877.73376938,0.261655087178216,-40.44108,142.4076,2018-09-17 09:18:42,1.38231481481481,1.49181712962963,11,11,1,NA,NA,16236,5,2008,"S",2001,"chick",17,-40.3780953,144.6557384,-92.8274804634249,"west"
"126","ID30_2018 173","latewinter2018","ID30_2018","13206787","U",153621.9,667833.274844954,2018-09-19 01:00:57,2018-09-21 21:43:05,2.86259259259259,-1031.83076923077,-2656,860092.854859869,0.23003031712618,-40.49162,142.8488,2018-09-20 15:12:40,1.59146990740741,1.27112268518519,11,11,1,NA,NA,16236,5,2008,"S",2001,"chick",17,-40.3780953,144.6557384,-95.2860125810139,"west"
"127","ID30_2018 174","2018","ID30_2018","13206787","U",157051,701747.169129928,2018-09-22 00:33:33,2018-09-23 22:16:49,1.9050462962963,-876.805555555556,-2378,835734.662772586,0.223799976556688,-40.16666,142.8275,2018-09-23 09:47:21,1.38458333333333,0.520462962962963,11,11,1,6,152.818593163907,16236,5,2008,"S",2001,"chick",17,-40.3780953,144.6557384,-82.0057647140485,"west"
"128","ID30_2018 175","2018","ID30_2018","13206787","U",140665,1256411.08644329,2018-09-24 00:16:51,2018-09-29 20:17:40,5.83390046296296,-611.75730994152,-2681,604055.949726467,0.111957783179231,-41.01347,143.2151,2018-09-27 20:36:53,3.84724537037037,1.98665509259259,11,11,1,6,152.818593163907,16236,5,2008,"S",2001,"chick",17,-40.3780953,144.6557384,-120.558757547561,"west"
